Name,Date,Description,Tags,Title,Visual Highlights,Website
E-Learning Course,"July 1, 2025","I designed and developed this interactive e-learning experience using Articulate Rise 360. The course explores personal workflow and sustainable productivity through a modular format focused on clarity, flexibility, and user relevance. All content is original, based on my real-world systems and philosophy, and presented through a fictionalized lens to illustrate soft efficiency principles without proprietary constraints.","E-Learning, Instructional Design, Rise 360, UX Writing","""Identify Your Natural Flow""","Jeremy%20Sangster%20Digital%20Resume%2024fed909193480ac9267c726bd8d7363/Projects%2024fed909193481998e49f8921c343581/E-Learning%20Course%2024fed909193481188b37cc033ba9dbbd/Screenshot_2025-08-14_at_8.53.07_AM.png, Jeremy%20Sangster%20Digital%20Resume%2024fed909193480ac9267c726bd8d7363/Projects%2024fed909193481998e49f8921c343581/E-Learning%20Course%2024fed909193481188b37cc033ba9dbbd/Screenshot_2025-08-14_at_8.53.17_AM.png, Jeremy%20Sangster%20Digital%20Resume%2024fed909193480ac9267c726bd8d7363/Projects%2024fed909193481998e49f8921c343581/E-Learning%20Course%2024fed909193481188b37cc033ba9dbbd/Screenshot_2025-08-14_at_8.53.32_AM.png, Jeremy%20Sangster%20Digital%20Resume%2024fed909193480ac9267c726bd8d7363/Projects%2024fed909193481998e49f8921c343581/E-Learning%20Course%2024fed909193481188b37cc033ba9dbbd/Screenshot_2025-08-14_at_8.53.56_AM.png",https://sangster-designs.github.io/eLearning-Course-Sample/
